account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,sub_plan_tier,mrr_amount,arr_amount,billing_frequency,sub_is_trial,upgrade_flag,downgrade_flag,sub_churn_flag,auto_renew_flag,ticket_count,avg_resolution_hrs,avg_first_response_mins,avg_satisfaction,escalation_count,urgent_ticket_count,total_usage_events,total_usage_count,avg_duration_secs,total_errors,beta_feature_uses,unique_features,churn_reason,refund_usd,is_reactivation,tenure_days,churn_label
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,Basic,1026,12312,annual,False,False,False,False,False,4.0,31.0,72.5,3.0,0.0,0.0,31,266,2814.483870967742,18,2,22,features,13.5,False,893,churned
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,Pro,1862,22344,annual,False,False,False,False,True,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0,2.0,31,294,3348.548387096774,12,2,24,,,,656,retained
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,Enterprise,1990,23880,monthly,False,False,False,False,True,3.0,37.0,93.33333333333333,5.0,0.0,0.0,40,417,3168.625,18,4,26,support,0.0,False,952,retained
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,Enterprise,3582,42984,monthly,False,False,False,False,True,5.0,45.0,75.4,4.0,0.0,0.0,57,599,3025.2982456140353,39,6,25,,,,721,retained
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,Enterprise,6766,81192,annual,False,False,False,False,True,6.0,30.333333333333332,88.5,4.6,1.0,1.0,56,527,2357.035714285714,25,7,32,features,0.0,False,925,churned
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,Basic,171,2052,monthly,False,False,False,False,True,4.0,23.25,58.25,,1.0,0.0,36,364,2879.027777777778,30,2,22,,,,1135,retained
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,Pro,0,0,annual,True,True,False,False,True,5.0,21.2,90.4,4.25,0.0,1.0,62,611,3046.064516129032,34,8,32,,,,1061,churned
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,Pro,490,5880,annual,False,False,False,False,False,3.0,29.0,81.33333333333333,4.0,0.0,0.0,41,411,2846.439024390244,41,2,24,pricing,0.0,True,662,churned
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,Enterprise,3383,40596,monthly,False,False,False,False,True,3.0,33.333333333333336,49.666666666666664,5.0,0.0,1.0,48,502,3056.3958333333335,30,7,30,,,,819,retained
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,Basic,171,2052,annual,False,False,False,True,True,2.0,42.5,159.5,5.0,0.0,0.0,55,533,2691.5272727272727,40,3,30,pricing,0.0,True,828,retained
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,Enterprise,3184,38208,annual,False,False,False,False,True,5.0,37.8,76.0,4.0,0.0,2.0,49,465,2817.204081632653,18,7,29,,,,818,retained
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,Pro,3136,37632,monthly,False,True,False,False,True,3.0,36.333333333333336,62.333333333333336,3.0,0.0,0.0,48,499,2838.5416666666665,28,5,29,support,0.0,False,992,churned
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,Pro,735,8820,annual,False,False,False,False,True,3.0,36.333333333333336,115.0,4.0,1.0,1.0,69,713,3028.6521739130435,38,4,35,pricing,0.0,False,1188,churned
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,Basic,684,8208,annual,False,False,False,True,True,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,0.0,57,587,3081.2105263157896,29,2,30,support,0.0,False,1048,churned
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,Enterprise,5970,71640,annual,False,False,False,False,True,3.0,28.0,93.0,4.0,1.0,1.0,91,922,2822.098901098901,47,10,36,budget,0.0,False,1190,churned
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,Enterprise,0,0,monthly,True,False,False,False,False,7.0,40.42857142857143,76.0,3.8,0.0,0.0,56,558,2998.285714285714,31,7,31,,,,559,churned
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,Pro,1470,17640,annual,False,False,False,False,True,1.0,72.0,111.0,,0.0,0.0,50,516,3616.46,33,4,28,,,,1166,retained
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,Pro,1862,22344,annual,False,False,False,False,True,4.0,32.5,103.75,4.0,1.0,2.0,19,176,2532.2105263157896,13,2,16,unknown,109.75999999999999,False,883,retained
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,Basic,646,7752,annual,False,False,False,False,True,2.0,42.0,108.0,3.0,0.0,1.0,84,789,2872.3214285714284,42,9,37,competitor,32.73,False,786,retained
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,Enterprise,18507,222084,annual,False,False,False,False,True,1.0,13.0,128.0,3.0,0.0,0.0,46,475,2781.0,23,5,27,,,,665,retained
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,Enterprise,0,0,annual,True,False,False,False,True,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,2.0,20,207,3608.5,7,3,15,,,,552,retained
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,Basic,0,0,annual,True,False,False,False,True,4.0,31.25,60.5,4.0,0.0,2.0,29,300,3047.689655172414,12,6,24,unknown,0.0,False,964,retained
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,Pro,1372,16464,annual,False,False,False,False,True,5.0,36.2,116.2,5.0,0.0,1.0,85,830,3040.764705882353,54,10,37,features,0.0,False,973,retained
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,Enterprise,4975,59700,monthly,False,False,False,False,True,5.0,32.8,68.4,4.333333333333333,0.0,1.0,36,346,2266.3055555555557,19,2,26,budget,43.53,False,994,retained
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,Pro,2205,26460,annual,False,False,False,True,True,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,1.0,21,208,2850.6666666666665,11,1,15,budget,102.86,False,597,churned
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,Pro,2303,27636,monthly,False,False,False,False,True,4.0,22.5,80.25,5.0,1.0,3.0,57,560,2886.754385964912,40,3,33,features,43.03,False,899,retained
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,Enterprise,0,0,annual,True,False,True,False,True,7.0,33.0,78.0,4.2,0.0,3.0,17,167,2555.823529411765,16,0,13,,,,524,retained
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,Pro,0,0,annual,True,False,True,False,True,3.0,45.333333333333336,102.66666666666667,4.5,0.0,1.0,62,650,2893.1612903225805,37,6,34,competitor,15.46,False,611,retained
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,Pro,343,4116,monthly,False,False,False,False,True,4.0,28.0,82.0,5.0,1.0,1.0,55,561,3381.5272727272727,29,9,31,features,0.0,True,603,retained
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,Enterprise,6169,74028,annual,False,False,False,False,True,6.0,37.833333333333336,67.83333333333333,5.0,1.0,1.0,72,685,2873.5138888888887,45,7,30,,,,862,churned
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,Enterprise,2985,35820,monthly,False,False,True,False,True,3.0,32.666666666666664,88.0,5.0,0.0,1.0,51,543,2949.627450980392,35,4,28,,,,699,retained
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,Enterprise,0,0,annual,True,False,False,False,False,2.0,10.0,107.0,3.0,0.0,2.0,55,562,2924.509090909091,30,3,28,,,,1109,retained
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,Enterprise,2388,28656,monthly,False,False,False,False,True,2.0,68.5,86.5,3.0,1.0,0.0,64,697,3359.0,40,2,31,competitor,0.0,False,1061,retained
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,Enterprise,0,0,monthly,True,False,False,False,True,6.0,41.0,86.5,4.333333333333333,0.0,2.0,46,434,2933.978260869565,28,4,28,,,,941,churned
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,Basic,456,5472,monthly,False,False,False,False,True,5.0,39.2,61.4,4.0,0.0,1.0,57,544,2948.2631578947367,25,6,33,features,0.0,False,741,retained
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,Basic,456,5472,monthly,False,False,False,False,True,3.0,44.666666666666664,63.0,4.333333333333333,0.0,2.0,24,268,3535.625,4,1,20,competitor,0.0,False,887,churned
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,Enterprise,0,0,monthly,True,False,False,False,True,1.0,47.0,48.0,4.0,0.0,0.0,20,203,3872.3,10,1,16,unknown,0.0,False,756,retained
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,Pro,1617,19404,monthly,False,False,False,False,True,5.0,24.2,88.8,4.2,0.0,3.0,42,421,2947.6666666666665,11,7,24,unknown,0.0,False,533,retained
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,Basic,0,0,monthly,True,False,False,False,True,1.0,64.0,136.0,,0.0,0.0,32,300,2819.3125,15,3,23,pricing,0.0,False,1031,churned
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,Enterprise,5970,71640,annual,False,True,False,False,True,5.0,22.2,94.0,3.6666666666666665,1.0,1.0,32,312,3370.375,14,5,25,support,146.86,False,931,retained
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,Pro,2352,28224,annual,False,False,False,False,True,3.0,46.333333333333336,67.0,4.333333333333333,0.0,1.0,56,560,3092.5535714285716,23,10,29,support,0.0,False,1207,retained
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,Pro,1274,15288,monthly,False,True,False,False,True,3.0,18.333333333333332,85.33333333333333,,0.0,2.0,20,171,2713.55,5,2,14,features,17.06,True,801,churned
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,Enterprise,398,4776,annual,False,True,False,False,False,2.0,38.5,98.0,4.0,1.0,1.0,47,510,3251.6170212765956,22,7,27,,,,730,retained
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,Enterprise,5373,64476,annual,False,False,False,False,True,6.0,31.5,71.0,4.0,0.0,1.0,60,642,3559.233333333333,32,8,31,budget,0.0,False,916,retained
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,Enterprise,0,0,annual,True,False,False,False,True,6.0,37.333333333333336,79.16666666666667,4.4,0.0,1.0,70,696,3066.8714285714286,31,6,32,features,0.0,True,538,retained
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,Basic,95,1140,annual,False,False,False,False,True,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,1.0,20,210,3183.65,15,1,15,features,19.34,False,865,churned
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,Enterprise,13930,167160,monthly,False,True,False,False,False,4.0,37.25,88.25,3.0,1.0,2.0,51,507,3189.6666666666665,28,8,33,support,0.0,False,857,retained
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,Enterprise,2985,35820,annual,False,False,False,False,True,1.0,17.0,132.0,4.0,1.0,0.0,59,604,3604.322033898305,43,5,32,,,,1094,churned
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,Pro,784,9408,annual,False,False,False,False,True,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,1.0,56,561,3093.589285714286,33,6,29,,,,1028,retained
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,Basic,361,4332,annual,False,False,False,False,True,2.0,41.0,72.0,3.5,0.0,0.0,66,654,3140.651515151515,46,6,32,,,,614,retained
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,Basic,0,0,monthly,True,False,False,False,True,5.0,36.0,79.4,,1.0,0.0,23,230,2757.304347826087,24,4,17,,,,914,retained
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,Basic,266,3192,annual,False,False,False,False,True,7.0,38.0,83.42857142857143,4.5,0.0,3.0,47,440,2589.8936170212764,43,5,25,,,,492,retained
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,Basic,836,10032,annual,False,False,False,True,False,4.0,37.5,116.5,3.75,0.0,1.0,50,481,3402.02,31,4,29,,,,651,retained
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,Enterprise,1791,21492,monthly,False,False,False,False,True,2.0,41.0,152.0,4.5,0.0,0.0,49,446,2874.469387755102,27,4,27,,,,715,retained
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,Enterprise,3781,45372,annual,False,False,False,True,True,2.0,50.0,82.5,,0.0,0.0,41,393,3264.5853658536585,12,4,24,,,,737,churned
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,Pro,3577,42924,annual,False,True,False,False,False,4.0,43.25,92.5,4.5,0.0,3.0,86,869,2921.906976744186,54,6,34,competitor,4.45,False,959,retained
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,Pro,735,8820,annual,False,False,False,False,True,1.0,49.0,77.0,,0.0,0.0,62,620,3141.9193548387098,41,4,29,pricing,0.0,False,714,retained
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,Enterprise,6169,74028,monthly,False,False,False,False,True,0.0,,,,0.0,0.0,38,347,2478.9473684210525,31,1,28,budget,0.0,False,1065,retained
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,Enterprise,6766,81192,annual,False,False,False,False,True,9.0,40.888888888888886,71.44444444444444,3.5,0.0,3.0,63,628,3211.5714285714284,36,6,32,features,0.0,False,1096,retained
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,Pro,931,11172,annual,False,True,False,False,False,8.0,30.75,73.375,3.0,0.0,0.0,54,519,2922.074074074074,30,7,30,pricing,2.4,False,584,retained
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,Enterprise,7960,95520,monthly,False,False,False,False,False,3.0,20.666666666666668,116.33333333333333,5.0,0.0,1.0,43,413,2536.720930232558,25,3,29,unknown,0.0,False,764,churned
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,Pro,441,5292,monthly,False,False,False,False,False,3.0,17.0,69.0,4.0,0.0,2.0,61,624,3141.8196721311474,49,5,33,pricing,47.17,False,635,retained
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,Basic,779,9348,annual,False,False,False,True,True,5.0,40.0,75.6,3.2,0.0,4.0,50,518,3044.56,36,7,28,pricing,0.0,False,577,retained
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,Basic,1330,15960,annual,False,False,False,False,True,5.0,49.2,84.0,5.0,0.0,1.0,59,600,3425.423728813559,42,5,31,support,0.0,False,972,retained
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,Enterprise,5572,66864,annual,False,False,False,False,True,4.0,34.0,98.5,5.0,0.0,0.0,20,215,3980.25,18,2,16,unknown,19.08,False,799,retained
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,Basic,247,2964,monthly,False,False,False,False,True,6.0,47.833333333333336,87.5,4.25,1.0,0.0,55,530,2455.6545454545453,37,5,30,unknown,0.0,False,1184,retained
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,Enterprise,32437,389244,monthly,False,False,False,False,True,4.0,37.5,105.5,3.0,0.0,0.0,29,271,2825.655172413793,25,4,16,unknown,45.83,False,753,retained
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,Basic,722,8664,annual,False,False,False,True,True,2.0,70.5,106.5,,0.0,2.0,62,629,2557.8548387096776,24,5,30,,,,614,retained
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,Pro,1127,13524,annual,False,False,False,False,True,1.0,56.0,12.0,,0.0,1.0,43,446,3027.7906976744184,19,8,27,,,,554,churned
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,Enterprise,12139,145668,monthly,False,False,False,False,True,5.0,27.6,126.0,4.333333333333333,0.0,1.0,49,453,2539.9591836734694,29,3,32,budget,0.0,False,1156,retained
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,Pro,1078,12936,monthly,False,False,False,False,True,1.0,2.0,2.0,3.0,0.0,1.0,16,171,2804.0,17,3,14,,,,635,retained
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,Pro,294,3528,annual,False,False,False,False,True,5.0,50.4,105.2,3.75,0.0,2.0,33,357,3780.3939393939395,18,7,21,budget,0.0,False,906,retained
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,Basic,551,6612,monthly,False,False,False,False,True,3.0,42.0,81.0,5.0,0.0,1.0,42,432,3399.690476190476,26,2,27,competitor,0.0,False,712,retained
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,Pro,0,0,annual,True,False,False,False,True,4.0,41.0,72.5,4.0,0.0,1.0,72,749,3091.8055555555557,48,5,33,budget,12.99,True,887,retained
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,Pro,490,5880,annual,False,False,False,False,True,9.0,28.444444444444443,66.11111111111111,4.5,0.0,3.0,44,478,3422.75,16,7,27,,,,527,churned
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,Pro,1372,16464,annual,False,False,False,True,True,4.0,26.0,98.25,3.0,0.0,0.0,26,285,3529.846153846154,15,1,19,features,10.5,False,942,retained
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,Enterprise,3184,38208,monthly,False,False,False,False,True,2.0,29.0,52.5,5.0,0.0,1.0,61,606,2937.1639344262294,31,5,31,features,28.95,False,686,churned
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,Pro,1568,18816,monthly,False,False,True,True,True,6.0,16.0,88.0,4.0,1.0,3.0,75,782,3195.72,43,6,35,pricing,0.0,False,771,retained
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,Basic,342,4104,monthly,False,False,False,False,True,5.0,29.2,103.8,3.75,1.0,1.0,61,623,2761.8688524590166,55,9,29,pricing,0.0,True,799,retained
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,Basic,266,3192,monthly,False,False,False,False,True,6.0,29.666666666666668,129.83333333333334,4.25,0.0,0.0,54,599,3375.425925925926,19,7,27,unknown,0.0,False,880,retained
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,Enterprise,4975,59700,monthly,False,False,False,True,True,5.0,33.4,80.6,4.0,1.0,0.0,46,441,2902.108695652174,35,2,29,competitor,0.0,False,807,retained
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,Basic,171,2052,annual,False,False,False,False,True,6.0,34.666666666666664,125.33333333333333,3.0,2.0,1.0,83,806,3135.7951807228915,43,8,37,features,0.0,False,959,retained
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,Basic,1862,22344,annual,False,False,False,False,True,5.0,26.6,91.6,4.0,0.0,4.0,44,393,2523.590909090909,20,6,28,,,,1216,retained
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,Pro,1421,17052,monthly,False,False,False,False,True,5.0,28.6,99.0,4.0,0.0,3.0,44,410,2898.3863636363635,45,1,29,competitor,0.0,True,687,retained
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,Enterprise,5572,66864,annual,False,False,False,True,True,2.0,37.5,120.0,5.0,0.0,0.0,87,871,3010.4712643678163,55,9,36,support,0.0,False,765,churned
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,Basic,171,2052,annual,False,False,False,False,True,3.0,32.333333333333336,94.33333333333333,4.333333333333333,1.0,0.0,22,205,2615.409090909091,14,2,17,pricing,6.51,True,923,churned
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,Enterprise,3980,47760,monthly,False,False,False,False,False,7.0,36.57142857142857,106.57142857142857,3.4,0.0,3.0,37,362,2767.0810810810813,23,5,26,,,,1188,retained
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,Enterprise,8955,107460,annual,False,False,False,False,True,3.0,37.0,47.333333333333336,3.0,0.0,1.0,77,765,2996.87012987013,41,7,34,budget,59.52,True,653,retained
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,Pro,1029,12348,annual,False,False,False,False,True,2.0,59.0,66.0,3.0,0.0,0.0,43,445,3356.860465116279,27,5,29,support,0.0,False,1101,churned
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,Basic,380,4560,annual,False,False,False,False,False,4.0,40.25,74.0,3.5,0.0,0.0,55,528,3089.2363636363634,33,8,28,pricing,0.0,False,919,churned
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,Basic,133,1596,monthly,False,False,False,False,True,2.0,56.5,137.5,,0.0,0.0,15,158,3234.0,3,1,14,competitor,0.0,False,734,retained
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,Enterprise,796,9552,monthly,False,True,False,False,True,5.0,20.2,119.8,4.0,0.0,1.0,65,624,3119.3230769230768,40,6,30,competitor,0.0,True,1022,retained
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,Enterprise,5970,71640,monthly,False,False,False,False,False,2.0,56.5,98.5,4.0,0.0,1.0,65,625,2915.7846153846153,35,5,33,competitor,0.0,False,935,retained
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,False,Basic,1083,12996,annual,False,False,False,False,True,3.0,54.333333333333336,149.33333333333334,,0.0,1.0,70,687,3219.5142857142855,33,8,31,unknown,0.0,False,1215,retained
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,False,Basic,950,11400,annual,False,False,False,False,True,3.0,42.0,58.666666666666664,4.666666666666667,0.0,0.0,51,507,3089.156862745098,34,4,28,features,35.14,False,542,retained
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,Pro,1568,18816,monthly,False,False,False,False,True,4.0,39.0,94.5,5.0,0.0,2.0,45,435,2965.3555555555554,33,6,27,budget,32.14,False,722,churned
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,Enterprise,995,11940,monthly,False,False,False,False,True,5.0,52.2,90.8,3.0,0.0,1.0,47,474,3072.851063829787,40,3,29,unknown,10.4,False,751,retained
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,Enterprise,0,0,monthly,True,False,False,False,True,3.0,50.666666666666664,67.33333333333333,3.0,0.0,1.0,24,231,3349.5416666666665,15,2,16,,,,825,retained
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,False,Pro,0,0,annual,True,False,False,False,True,7.0,36.0,113.14285714285714,3.6666666666666665,0.0,2.0,57,595,3455.5263157894738,22,4,32,competitor,0.0,False,892,retained
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,Enterprise,4776,57312,monthly,False,False,False,False,False,5.0,42.6,110.0,3.5,0.0,0.0,30,292,3581.4333333333334,21,3,22,,,,538,retained
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,Pro,0,0,annual,True,False,False,False,True,1.0,16.0,99.0,3.0,0.0,0.0,61,552,2578.0819672131147,34,6,34,competitor,0.0,False,703,retained
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,Enterprise,7164,85968,annual,False,False,False,False,True,5.0,30.6,115.0,3.3333333333333335,0.0,0.0,49,505,2896.7755102040815,33,7,28,,,,1115,retained
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,Enterprise,3781,45372,annual,False,False,False,False,True,6.0,31.5,48.333333333333336,4.333333333333333,0.0,2.0,64,642,3021.296875,22,4,32,unknown,0.0,False,1070,retained
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,Basic,133,1596,annual,False,False,False,False,True,2.0,39.5,96.5,4.0,0.0,0.0,68,678,2849.6617647058824,30,3,31,budget,0.0,True,737,churned
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,Enterprise,8756,105072,annual,False,False,False,False,True,5.0,27.4,80.0,4.0,1.0,2.0,40,371,2586.375,35,2,26,pricing,0.0,False,1135,retained
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,Basic,589,7068,annual,False,False,False,False,True,5.0,33.6,37.6,4.5,0.0,0.0,54,547,3234.5,17,3,29,competitor,0.0,False,893,churned
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,Basic,285,3420,annual,False,False,False,False,False,2.0,39.5,118.5,3.5,0.0,1.0,35,347,2802.7714285714287,22,4,26,competitor,0.0,True,1147,retained
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,False,Pro,1715,20580,annual,False,False,False,False,True,1.0,32.0,175.0,4.0,0.0,0.0,101,1005,2709.29702970297,47,7,38,support,0.0,False,1125,retained
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,False,Enterprise,3582,42984,annual,False,False,False,False,True,6.0,38.833333333333336,91.66666666666667,4.2,0.0,2.0,37,386,3243.6216216216217,24,4,28,competitor,0.0,True,1047,retained
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,False,Basic,247,2964,annual,False,False,False,False,True,2.0,36.5,137.0,3.5,0.0,1.0,50,492,2981.56,21,7,28,competitor,0.0,True,1160,retained
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,True,Enterprise,1791,21492,annual,False,False,False,False,True,7.0,39.142857142857146,101.14285714285714,3.3333333333333335,1.0,0.0,41,419,3271.1951219512193,19,3,24,support,11.13,False,967,churned
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,True,Basic,285,3420,monthly,False,False,True,False,True,6.0,29.0,96.83333333333333,3.75,0.0,1.0,55,545,3149.4,45,2,29,support,0.0,False,1038,churned
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,False,Pro,1127,13524,monthly,False,False,False,False,True,5.0,52.2,82.4,4.333333333333333,0.0,0.0,35,311,2356.3142857142857,24,5,22,budget,0.0,False,518,retained
